 #as colunas representam na ordem:
 # x(t)             y(t)             vx(t)           vy(t)             t
  -92.0000000       22.8000031       5.00000000      -13.0000000       163.599792    
  -90.0000000       17.6000023       5.00000000      -13.0000000       163.999786    
  -88.0000000       12.4000015       5.00000000      -13.0000000       164.399780    
  -86.0000000       7.20000124       5.00000000      -13.0000000       164.799774    
  -84.0000000       2.00000095       5.00000000      -13.0000000       165.199768    
  -82.0000000      -3.19999933       5.00000000      -13.0000000       165.599762    
  -80.0000000      -8.39999962       5.00000000      -13.0000000       165.999756    
  -78.0000000      -13.6000004       5.00000000      -13.0000000       166.399750    
  -76.0000000      -18.8000011       5.00000000      -13.0000000       166.799744    
  -74.0000000      -24.0000019       5.00000000      -13.0000000       167.199738    
  -72.0000000      -29.2000027       5.00000000      -13.0000000       167.599731    
  -70.0000000      -34.4000015       5.00000000      -13.0000000       167.999725    
  -68.0000000      -39.6000023       5.00000000      -13.0000000       168.399719    
  -66.0000000      -44.8000031       5.00000000      -13.0000000       168.799713    
  -64.0000000      -50.0000038       5.00000000      -13.0000000       169.199707    
  -62.0000000      -55.2000046       5.00000000      -13.0000000       169.599701    
  -60.0000000      -60.4000053       5.00000000      -13.0000000       169.999695    
  -58.0000000      -65.6000061       5.00000000      -13.0000000       170.399689    
  -56.0000000      -70.8000031       5.00000000      -13.0000000       170.799683    
  -54.0000000      -76.0000000       5.00000000      -13.0000000       171.199677    
  -52.0000000      -81.1999969       5.00000000      -13.0000000       171.599670    
  -50.0000000      -86.3999939       5.00000000      -13.0000000       171.999664    
  -48.0000000      -91.5999908       5.00000000      -13.0000000       172.399658    
  -46.0000000      -96.7999878       5.00000000      -13.0000000       172.799652    
  -44.0000000      -101.999985       5.00000000       13.0000000       173.199646    
  -42.0000000      -96.7999878       5.00000000       13.0000000       173.599640    
  -40.0000000      -91.5999908       5.00000000       13.0000000       173.999634    
  -38.0000000      -86.3999939       5.00000000       13.0000000       174.399628    
  -36.0000000      -81.1999969       5.00000000       13.0000000       174.799622    
  -34.0000000      -76.0000000       5.00000000       13.0000000       175.199615    
  -32.0000000      -70.8000031       5.00000000       13.0000000       175.599609    
  -30.0000000      -65.6000061       5.00000000       13.0000000       175.999603    
  -28.0000000      -60.4000053       5.00000000       13.0000000       176.399597    
  -26.0000000      -55.2000046       5.00000000       13.0000000       176.799591    
  -24.0000000      -50.0000038       5.00000000       13.0000000       177.199585    
  -22.0000000      -44.8000031       5.00000000       13.0000000       177.599579    
  -20.0000000      -39.6000023       5.00000000       13.0000000       177.999573    
  -18.0000000      -34.4000015       5.00000000       13.0000000       178.399567    
  -16.0000000      -29.2000008       5.00000000       13.0000000       178.799561    
  -14.0000000      -24.0000000       5.00000000       13.0000000       179.199554    
  -12.0000000      -18.7999992       5.00000000       13.0000000       179.599548    
  -10.0000000      -13.5999985       5.00000000       13.0000000       179.999542    
  -8.00000000      -8.39999771       5.00000000       13.0000000       180.399536    
  -6.00000000      -3.19999743       5.00000000       13.0000000       180.799530    
  -4.00000000       2.00000286       5.00000000       13.0000000       181.199524    
  -2.00000000       7.20000315       5.00000000       13.0000000       181.599518    
   0.00000000       12.4000034       5.00000000       13.0000000       181.999512    
   2.00000000       17.6000042       5.00000000       13.0000000       182.399506    
   4.00000000       22.8000050       5.00000000       13.0000000       182.799500    
   6.00000000       28.0000057       5.00000000       13.0000000       183.199493    
   8.00000000       33.2000046       5.00000000       13.0000000       183.599487    
   10.0000000       38.4000053       5.00000000       13.0000000       183.999481    
   12.0000000       43.6000061       5.00000000       13.0000000       184.399475    
   14.0000000       48.8000069       5.00000000       13.0000000       184.799469    
   16.0000000       54.0000076       5.00000000       13.0000000       185.199463    
   18.0000000       59.2000084       5.00000000       13.0000000       185.599457    
   20.0000000       64.4000092       5.00000000       13.0000000       185.999451    
   22.0000000       69.6000061       5.00000000       13.0000000       186.399445    
   24.0000000       74.8000031       5.00000000       13.0000000       186.799438    
   26.0000000       80.0000000       5.00000000       13.0000000       187.199432    
   28.0000000       85.1999969       5.00000000       13.0000000       187.599426    
   30.0000000       90.3999939       5.00000000       13.0000000       187.999420    
   32.0000000       95.5999908       5.00000000       13.0000000       188.399414    
   34.0000000       100.799988       5.00000000      -13.0000000       188.799408    
   36.0000000       95.5999908       5.00000000      -13.0000000       189.199402    
   38.0000000       90.3999939       5.00000000      -13.0000000       189.599396    
   40.0000000       85.1999969       5.00000000      -13.0000000       189.999390    
   42.0000000       80.0000000       5.00000000      -13.0000000       190.399384    
   44.0000000       74.8000031       5.00000000      -13.0000000       190.799377    
   46.0000000       69.6000061       5.00000000      -13.0000000       191.199371    
   48.0000000       64.4000092       5.00000000      -13.0000000       191.599365    
   50.0000000       59.2000084       5.00000000      -13.0000000       191.999359    
   52.0000000       54.0000076       5.00000000      -13.0000000       192.399353    
   54.0000000       48.8000069       5.00000000      -13.0000000       192.799347    
   56.0000000       43.6000061       5.00000000      -13.0000000       193.199341    
   58.0000000       38.4000053       5.00000000      -13.0000000       193.599335    
   60.0000000       33.2000046       5.00000000      -13.0000000       193.999329    
   62.0000000       28.0000038       5.00000000      -13.0000000       194.399323    
   64.0000000       22.8000031       5.00000000      -13.0000000       194.799316    
   66.0000000       17.6000023       5.00000000      -13.0000000       195.199310    
   68.0000000       12.4000015       5.00000000      -13.0000000       195.599304    
   70.0000000       7.20000124       5.00000000      -13.0000000       195.999298    
   72.0000000       2.00000095       5.00000000      -13.0000000       196.399292    
   74.0000000      -3.19999933       5.00000000      -13.0000000       196.799286    
   76.0000000      -8.39999962       5.00000000      -13.0000000       197.199280    
   78.0000000      -13.6000004       5.00000000      -13.0000000       197.599274    
   80.0000000      -18.8000011       5.00000000      -13.0000000       197.999268    
   82.0000000      -24.0000019       5.00000000      -13.0000000       198.399261    
   84.0000000      -29.2000027       5.00000000      -13.0000000       198.799255    
   86.0000000      -34.4000015       5.00000000      -13.0000000       199.199249    
   88.0000000      -39.6000023       5.00000000      -13.0000000       199.599243    
   90.0000000      -44.8000031       5.00000000      -13.0000000       199.999237    
   92.0000000      -50.0000038       5.00000000      -13.0000000       200.399231    
   94.0000000      -55.2000046       5.00000000      -13.0000000       200.799225    
   96.0000000      -60.4000053       5.00000000      -13.0000000       201.199219    
   98.0000000      -65.6000061       5.00000000      -13.0000000       201.599213    
   100.000000      -70.8000031      -5.00000000      -13.0000000       201.999207    
   98.0000000      -76.0000000      -5.00000000      -13.0000000       202.399200    
   96.0000000      -81.1999969      -5.00000000      -13.0000000       202.799194    
   94.0000000      -86.3999939      -5.00000000      -13.0000000       203.199188    
   92.0000000      -91.5999908      -5.00000000      -13.0000000       203.599182    
   90.0000000      -96.7999878      -5.00000000      -13.0000000       203.999176    
   88.0000000      -101.999985      -5.00000000       13.0000000       204.399170    
   86.0000000      -96.7999878      -5.00000000       13.0000000       204.799164    
   84.0000000      -91.5999908      -5.00000000       13.0000000       205.199158    
   82.0000000      -86.3999939      -5.00000000       13.0000000       205.599152    
   80.0000000      -81.1999969      -5.00000000       13.0000000       205.999146    
   78.0000000      -76.0000000      -5.00000000       13.0000000       206.399139    
   76.0000000      -70.8000031      -5.00000000       13.0000000       206.799133    
   74.0000000      -65.6000061      -5.00000000       13.0000000       207.199127    
   72.0000000      -60.4000053      -5.00000000       13.0000000       207.599121    
   70.0000000      -55.2000046      -5.00000000       13.0000000       207.999115    
   68.0000000      -50.0000038      -5.00000000       13.0000000       208.399109    
   66.0000000      -44.8000031      -5.00000000       13.0000000       208.799103    
   64.0000000      -39.6000023      -5.00000000       13.0000000       209.199097    
   62.0000000      -34.4000015      -5.00000000       13.0000000       209.599091    
   60.0000000      -29.2000008      -5.00000000       13.0000000       209.999084    
   58.0000000      -24.0000000      -5.00000000       13.0000000       210.399078    
   56.0000000      -18.7999992      -5.00000000       13.0000000       210.799072    
   54.0000000      -13.5999985      -5.00000000       13.0000000       211.199066    
   52.0000000      -8.39999771      -5.00000000       13.0000000       211.599060    
   50.0000000      -3.19999743      -5.00000000       13.0000000       211.999054    
   48.0000000       2.00000286      -5.00000000       13.0000000       212.399048    
   46.0000000       7.20000315      -5.00000000       13.0000000       212.799042    
   44.0000000       12.4000034      -5.00000000       13.0000000       213.199036    
   42.0000000       17.6000042      -5.00000000       13.0000000       213.599030    
   40.0000000       22.8000050      -5.00000000       13.0000000       213.999023    
   38.0000000       28.0000057      -5.00000000       13.0000000       214.399017    
   36.0000000       33.2000046      -5.00000000       13.0000000       214.799011    
   34.0000000       38.4000053      -5.00000000       13.0000000       215.199005    
   32.0000000       43.6000061      -5.00000000       13.0000000       215.598999    
   30.0000000       48.8000069      -5.00000000       13.0000000       215.998993    
   28.0000000       54.0000076      -5.00000000       13.0000000       216.398987    
   26.0000000       59.2000084      -5.00000000       13.0000000       216.798981    
   24.0000000       64.4000092      -5.00000000       13.0000000       217.198975    
   22.0000000       69.6000061      -5.00000000       13.0000000       217.598969    
   20.0000000       74.8000031      -5.00000000       13.0000000       217.998962    
   18.0000000       80.0000000      -5.00000000       13.0000000       218.398956    
   16.0000000       85.1999969      -5.00000000       13.0000000       218.798950    
   14.0000000       90.3999939      -5.00000000       13.0000000       219.198944    
   12.0000000       95.5999908      -5.00000000       13.0000000       219.598938    
   10.0000000       100.799988      -5.00000000      -13.0000000       219.998932    
   8.00000000       95.5999908      -5.00000000      -13.0000000       220.398926    
   6.00000000       90.3999939      -5.00000000      -13.0000000       220.798920    
   4.00000000       85.1999969      -5.00000000      -13.0000000       221.198914    
   2.00000000       80.0000000      -5.00000000      -13.0000000       221.598907    
   0.00000000       74.8000031      -5.00000000      -13.0000000       221.998901    
  -2.00000000       69.6000061      -5.00000000      -13.0000000       222.398895    
  -4.00000000       64.4000092      -5.00000000      -13.0000000       222.798889    
  -6.00000000       59.2000084      -5.00000000      -13.0000000       223.198883    
  -8.00000000       54.0000076      -5.00000000      -13.0000000       223.598877    
  -10.0000000       48.8000069      -5.00000000      -13.0000000       223.998871    
  -12.0000000       43.6000061      -5.00000000      -13.0000000       224.398865    
  -14.0000000       38.4000053      -5.00000000      -13.0000000       224.798859    
  -16.0000000       33.2000046      -5.00000000      -13.0000000       225.198853    
  -18.0000000       28.0000038      -5.00000000      -13.0000000       225.598846    
  -20.0000000       22.8000031      -5.00000000      -13.0000000       225.998840    
  -22.0000000       17.6000023      -5.00000000      -13.0000000       226.398834    
  -24.0000000       12.4000015      -5.00000000      -13.0000000       226.798828    
  -26.0000000       7.20000124      -5.00000000      -13.0000000       227.198822    
  -28.0000000       2.00000095      -5.00000000      -13.0000000       227.598816    
  -30.0000000      -3.19999933      -5.00000000      -13.0000000       227.998810    
  -32.0000000      -8.39999962      -5.00000000      -13.0000000       228.398804    
  -34.0000000      -13.6000004      -5.00000000      -13.0000000       228.798798    
  -36.0000000      -18.8000011      -5.00000000      -13.0000000       229.198792    
  -38.0000000      -24.0000019      -5.00000000      -13.0000000       229.598785    
  -40.0000000      -29.2000027      -5.00000000      -13.0000000       229.998779    
  -42.0000000      -34.4000015      -5.00000000      -13.0000000       230.398773    
  -44.0000000      -39.6000023      -5.00000000      -13.0000000       230.798767    
  -46.0000000      -44.8000031      -5.00000000      -13.0000000       231.198761    
  -48.0000000      -50.0000038      -5.00000000      -13.0000000       231.598755    
  -50.0000000      -55.2000046      -5.00000000      -13.0000000       231.998749    
  -52.0000000      -60.4000053      -5.00000000      -13.0000000       232.398743    
  -54.0000000      -65.6000061      -5.00000000      -13.0000000       232.798737    
  -56.0000000      -70.8000031      -5.00000000      -13.0000000       233.198730    
  -58.0000000      -76.0000000      -5.00000000      -13.0000000       233.598724    
  -60.0000000      -81.1999969      -5.00000000      -13.0000000       233.998718    
  -62.0000000      -86.3999939      -5.00000000      -13.0000000       234.398712    
  -64.0000000      -91.5999908      -5.00000000      -13.0000000       234.798706    
  -66.0000000      -96.7999878      -5.00000000      -13.0000000       235.198700    
  -68.0000000      -101.999985      -5.00000000       13.0000000       235.598694    
  -70.0000000      -96.7999878      -5.00000000       13.0000000       235.998688    
  -72.0000000      -91.5999908      -5.00000000       13.0000000       236.398682    
  -74.0000000      -86.3999939      -5.00000000       13.0000000       236.798676    
  -76.0000000      -81.1999969      -5.00000000       13.0000000       237.198669    
  -78.0000000      -76.0000000      -5.00000000       13.0000000       237.598663    
  -80.0000000      -70.8000031      -5.00000000       13.0000000       237.998657    
  -82.0000000      -65.6000061      -5.00000000       13.0000000       238.398651    
  -84.0000000      -60.4000053      -5.00000000       13.0000000       238.798645    
  -86.0000000      -55.2000046      -5.00000000       13.0000000       239.198639    
  -88.0000000      -50.0000038      -5.00000000       13.0000000       239.598633    
  -90.0000000      -44.8000031      -5.00000000       13.0000000       239.998627    
  -92.0000000      -39.6000023      -5.00000000       13.0000000       240.398621    
  -94.0000000      -34.4000015      -5.00000000       13.0000000       240.798615    
  -96.0000000      -29.2000008      -5.00000000       13.0000000       241.198608    
  -98.0000000      -24.0000000      -5.00000000       13.0000000       241.598602    
  -100.000000      -18.7999992       5.00000000       13.0000000       241.998596    
  -98.0000000      -13.5999985       5.00000000       13.0000000       242.398590    
  -96.0000000      -8.39999771       5.00000000       13.0000000       242.798584    
  -94.0000000      -3.19999743       5.00000000       13.0000000       243.198578    
  -92.0000000       2.00000286       5.00000000       13.0000000       243.598572    
  -90.0000000       7.20000315       5.00000000       13.0000000       243.998566    
  -88.0000000       12.4000034       5.00000000       13.0000000       244.398560    
  -86.0000000       17.6000042       5.00000000       13.0000000       244.798553    
  -84.0000000       22.8000050       5.00000000       13.0000000       245.198547    
  -82.0000000       28.0000057       5.00000000       13.0000000       245.598541    
  -80.0000000       33.2000046       5.00000000       13.0000000       245.998535    
  -78.0000000       38.4000053       5.00000000       13.0000000       246.398529    
  -76.0000000       43.6000061       5.00000000       13.0000000       246.798523    
  -74.0000000       48.8000069       5.00000000       13.0000000       247.198517    
  -72.0000000       54.0000076       5.00000000       13.0000000       247.598511    
  -70.0000000       59.2000084       5.00000000       13.0000000       247.998505    
  -68.0000000       64.4000092       5.00000000       13.0000000       248.398499    
  -66.0000000       69.6000061       5.00000000       13.0000000       248.798492    
  -64.0000000       74.8000031       5.00000000       13.0000000       249.198486    
  -62.0000000       80.0000000       5.00000000       13.0000000       249.598480    
  -60.0000000       85.1999969       5.00000000       13.0000000       249.998474    
  -58.0000000       90.3999939       5.00000000       13.0000000       250.398468    
  -56.0000000       95.5999908       5.00000000       13.0000000       250.798462    
  -54.0000000       100.799988       5.00000000      -13.0000000       251.198456    
  -52.0000000       95.5999908       5.00000000      -13.0000000       251.598450    
  -50.0000000       90.3999939       5.00000000      -13.0000000       251.998444    
  -48.0000000       85.1999969       5.00000000      -13.0000000       252.398438    
  -46.0000000       80.0000000       5.00000000      -13.0000000       252.798431    
  -44.0000000       74.8000031       5.00000000      -13.0000000       253.198425    
  -42.0000000       69.6000061       5.00000000      -13.0000000       253.598419    
  -40.0000000       64.4000092       5.00000000      -13.0000000       253.998413    
  -38.0000000       59.2000084       5.00000000      -13.0000000       254.398407    
  -36.0000000       54.0000076       5.00000000      -13.0000000       254.798401    
  -34.0000000       48.8000069       5.00000000      -13.0000000       255.198395    
  -32.0000000       43.6000061       5.00000000      -13.0000000       255.598389    
  -30.0000000       38.4000053       5.00000000      -13.0000000       255.998383    
  -28.0000000       33.2000046       5.00000000      -13.0000000       256.398376    
  -26.0000000       28.0000038       5.00000000      -13.0000000       256.798370    
  -24.0000000       22.8000031       5.00000000      -13.0000000       257.198364    
  -22.0000000       17.6000023       5.00000000      -13.0000000       257.598358    
  -20.0000000       12.4000015       5.00000000      -13.0000000       257.998352    
  -18.0000000       7.20000124       5.00000000      -13.0000000       258.398346    
  -16.0000000       2.00000095       5.00000000      -13.0000000       258.798340    
  -14.0000000      -3.19999933       5.00000000      -13.0000000       259.198334    
  -12.0000000      -8.39999962       5.00000000      -13.0000000       259.598328    
  -10.0000000      -13.6000004       5.00000000      -13.0000000       259.998322    
  -8.00000000      -18.8000011       5.00000000      -13.0000000       260.398315    
  -6.00000000      -24.0000019       5.00000000      -13.0000000       260.798309    
  -4.00000000      -29.2000027       5.00000000      -13.0000000       261.198303    
  -2.00000000      -34.4000015       5.00000000      -13.0000000       261.598297    
   0.00000000      -39.6000023       5.00000000      -13.0000000       261.998291    
   2.00000000      -44.8000031       5.00000000      -13.0000000       262.398285    
   4.00000000      -50.0000038       5.00000000      -13.0000000       262.798279    
   6.00000000      -55.2000046       5.00000000      -13.0000000       263.198273    
   8.00000000      -60.4000053       5.00000000      -13.0000000       263.598267    
   10.0000000      -65.6000061       5.00000000      -13.0000000       263.998260    
   12.0000000      -70.8000031       5.00000000      -13.0000000       264.398254    
   14.0000000      -76.0000000       5.00000000      -13.0000000       264.798248    
   16.0000000      -81.1999969       5.00000000      -13.0000000       265.198242    
   18.0000000      -86.3999939       5.00000000      -13.0000000       265.598236    
   20.0000000      -91.5999908       5.00000000      -13.0000000       265.998230    
   22.0000000      -96.7999878       5.00000000      -13.0000000       266.398224    
   24.0000000      -101.999985       5.00000000       13.0000000       266.798218    
   26.0000000      -96.7999878       5.00000000       13.0000000       267.198212    
   28.0000000      -91.5999908       5.00000000       13.0000000       267.598206    
   30.0000000      -86.3999939       5.00000000       13.0000000       267.998199    
   32.0000000      -81.1999969       5.00000000       13.0000000       268.398193    
   34.0000000      -76.0000000       5.00000000       13.0000000       268.798187    
   36.0000000      -70.8000031       5.00000000       13.0000000       269.198181    
   38.0000000      -65.6000061       5.00000000       13.0000000       269.598175    
   40.0000000      -60.4000053       5.00000000       13.0000000       269.998169    
   42.0000000      -55.2000046       5.00000000       13.0000000       270.398163    
   44.0000000      -50.0000038       5.00000000       13.0000000       270.798157    
   46.0000000      -44.8000031       5.00000000       13.0000000       271.198151    
   48.0000000      -39.6000023       5.00000000       13.0000000       271.598145    
   50.0000000      -34.4000015       5.00000000       13.0000000       271.998138    
   52.0000000      -29.2000008       5.00000000       13.0000000       272.398132    
   54.0000000      -24.0000000       5.00000000       13.0000000       272.798126    
   56.0000000      -18.7999992       5.00000000       13.0000000       273.198120    
   58.0000000      -13.5999985       5.00000000       13.0000000       273.598114    
   60.0000000      -8.39999771       5.00000000       13.0000000       273.998108    
   62.0000000      -3.19999743       5.00000000       13.0000000       274.398102    
   64.0000000       2.00000286       5.00000000       13.0000000       274.798096    
   66.0000000       7.20000315       5.00000000       13.0000000       275.198090    
   68.0000000       12.4000034       5.00000000       13.0000000       275.598083    
   70.0000000       17.6000042       5.00000000       13.0000000       275.998077    
   72.0000000       22.8000050       5.00000000       13.0000000       276.398071    
   74.0000000       28.0000057       5.00000000       13.0000000       276.798065    
   76.0000000       33.2000046       5.00000000       13.0000000       277.198059    
   78.0000000       38.4000053       5.00000000       13.0000000       277.598053    
   80.0000000       43.6000061       5.00000000       13.0000000       277.998047    
   82.0000000       48.8000069       5.00000000       13.0000000       278.398041    
   84.0000000       54.0000076       5.00000000       13.0000000       278.798035    
   86.0000000       59.2000084       5.00000000       13.0000000       279.198029    
   88.0000000       64.4000092       5.00000000       13.0000000       279.598022    
   90.0000000       69.6000061       5.00000000       13.0000000       279.998016    
   92.0000000       74.8000031       5.00000000       13.0000000       280.398010    
   94.0000000       80.0000000       5.00000000       13.0000000       280.798004    
   96.0000000       85.1999969       5.00000000       13.0000000       281.197998    
   98.0000000       90.3999939       5.00000000       13.0000000       281.597992    
   100.000000       95.5999908      -5.00000000       13.0000000       281.997986    
   98.0000000       100.799988      -5.00000000      -13.0000000       282.397980    
   96.0000000       95.5999908      -5.00000000      -13.0000000       282.797974    
   94.0000000       90.3999939      -5.00000000      -13.0000000       283.197968    
   92.0000000       85.1999969      -5.00000000      -13.0000000       283.597961    
   90.0000000       80.0000000      -5.00000000      -13.0000000       283.997955    
   88.0000000       74.8000031      -5.00000000      -13.0000000       284.397949    
   86.0000000       69.6000061      -5.00000000      -13.0000000       284.797943    
   84.0000000       64.4000092      -5.00000000      -13.0000000       285.197937    
   82.0000000       59.2000084      -5.00000000      -13.0000000       285.597931    
   80.0000000       54.0000076      -5.00000000      -13.0000000       285.997925    
   78.0000000       48.8000069      -5.00000000      -13.0000000       286.397919    
   76.0000000       43.6000061      -5.00000000      -13.0000000       286.797913    
   74.0000000       38.4000053      -5.00000000      -13.0000000       287.197906    
   72.0000000       33.2000046      -5.00000000      -13.0000000       287.597900    
   70.0000000       28.0000038      -5.00000000      -13.0000000       287.997894    
   68.0000000       22.8000031      -5.00000000      -13.0000000       288.397888    
   66.0000000       17.6000023      -5.00000000      -13.0000000       288.797882    
   64.0000000       12.4000015      -5.00000000      -13.0000000       289.197876    
   62.0000000       7.20000124      -5.00000000      -13.0000000       289.597870    
   60.0000000       2.00000095      -5.00000000      -13.0000000       289.997864    
   58.0000000      -3.19999933      -5.00000000      -13.0000000       290.397858    
   56.0000000      -8.39999962      -5.00000000      -13.0000000       290.797852    
   54.0000000      -13.6000004      -5.00000000      -13.0000000       291.197845    
   52.0000000      -18.8000011      -5.00000000      -13.0000000       291.597839    
   50.0000000      -24.0000019      -5.00000000      -13.0000000       291.997833    
   48.0000000      -29.2000027      -5.00000000      -13.0000000       292.397827    
   46.0000000      -34.4000015      -5.00000000      -13.0000000       292.797821    
   44.0000000      -39.6000023      -5.00000000      -13.0000000       293.197815    
   42.0000000      -44.8000031      -5.00000000      -13.0000000       293.597809    
   40.0000000      -50.0000038      -5.00000000      -13.0000000       293.997803    
   38.0000000      -55.2000046      -5.00000000      -13.0000000       294.397797    
   36.0000000      -60.4000053      -5.00000000      -13.0000000       294.797791    
   34.0000000      -65.6000061      -5.00000000      -13.0000000       295.197784    
   32.0000000      -70.8000031      -5.00000000      -13.0000000       295.597778    
   30.0000000      -76.0000000      -5.00000000      -13.0000000       295.997772    
   28.0000000      -81.1999969      -5.00000000      -13.0000000       296.397766    
   26.0000000      -86.3999939      -5.00000000      -13.0000000       296.797760    
   24.0000000      -91.5999908      -5.00000000      -13.0000000       297.197754    
   22.0000000      -96.7999878      -5.00000000      -13.0000000       297.597748    
   20.0000000      -101.999985      -5.00000000       13.0000000       297.997742    
   18.0000000      -96.7999878      -5.00000000       13.0000000       298.397736    
   16.0000000      -91.5999908      -5.00000000       13.0000000       298.797729    
   14.0000000      -86.3999939      -5.00000000       13.0000000       299.197723    
   12.0000000      -81.1999969      -5.00000000       13.0000000       299.597717    
   10.0000000      -76.0000000      -5.00000000       13.0000000       299.997711    
   8.00000000      -70.8000031      -5.00000000       13.0000000       300.397705    
   6.00000000      -65.6000061      -5.00000000       13.0000000       300.797699    
   4.00000000      -60.4000053      -5.00000000       13.0000000       301.197693    
   2.00000000      -55.2000046      -5.00000000       13.0000000       301.597687    
   0.00000000      -50.0000038      -5.00000000       13.0000000       301.997681    
  -2.00000000      -44.8000031      -5.00000000       13.0000000       302.397675    
  -4.00000000      -39.6000023      -5.00000000       13.0000000       302.797668    
  -6.00000000      -34.4000015      -5.00000000       13.0000000       303.197662    
  -8.00000000      -29.2000008      -5.00000000       13.0000000       303.597656    
  -10.0000000      -24.0000000      -5.00000000       13.0000000       303.997650    
  -12.0000000      -18.7999992      -5.00000000       13.0000000       304.397644    
  -14.0000000      -13.5999985      -5.00000000       13.0000000       304.797638    
  -16.0000000      -8.39999771      -5.00000000       13.0000000       305.197632    
  -18.0000000      -3.19999743      -5.00000000       13.0000000       305.597626    
  -20.0000000       2.00000286      -5.00000000       13.0000000       305.997620    
  -22.0000000       7.20000315      -5.00000000       13.0000000       306.397614    
  -24.0000000       12.4000034      -5.00000000       13.0000000       306.797607    
  -26.0000000       17.6000042      -5.00000000       13.0000000       307.197601    
  -28.0000000       22.8000050      -5.00000000       13.0000000       307.597595    
  -30.0000000       28.0000057      -5.00000000       13.0000000       307.997589    
  -32.0000000       33.2000046      -5.00000000       13.0000000       308.397583    
  -34.0000000       38.4000053      -5.00000000       13.0000000       308.797577    
  -36.0000000       43.6000061      -5.00000000       13.0000000       309.197571    
  -38.0000000       48.8000069      -5.00000000       13.0000000       309.597565    
  -40.0000000       54.0000076      -5.00000000       13.0000000       309.997559    
  -42.0000000       59.2000084      -5.00000000       13.0000000       310.397552    
  -44.0000000       64.4000092      -5.00000000       13.0000000       310.797546    
  -46.0000000       69.6000061      -5.00000000       13.0000000       311.197540    
  -48.0000000       74.8000031      -5.00000000       13.0000000       311.597534    
  -50.0000000       80.0000000      -5.00000000       13.0000000       311.997528    
  -52.0000000       85.1999969      -5.00000000       13.0000000       312.397522    
  -54.0000000       90.3999939      -5.00000000       13.0000000       312.797516    
  -56.0000000       95.5999908      -5.00000000       13.0000000       313.197510    
  -58.0000000       100.799988      -5.00000000      -13.0000000       313.597504    
  -60.0000000       95.5999908      -5.00000000      -13.0000000       313.997498    
  -62.0000000       90.3999939      -5.00000000      -13.0000000       314.397491    
  -64.0000000       85.1999969      -5.00000000      -13.0000000       314.797485    
  -66.0000000       80.0000000      -5.00000000      -13.0000000       315.197479    
  -68.0000000       74.8000031      -5.00000000      -13.0000000       315.597473    
  -70.0000000       69.6000061      -5.00000000      -13.0000000       315.997467    
  -72.0000000       64.4000092      -5.00000000      -13.0000000       316.397461    
  -74.0000000       59.2000084      -5.00000000      -13.0000000       316.797455    
  -76.0000000       54.0000076      -5.00000000      -13.0000000       317.197449    
  -78.0000000       48.8000069      -5.00000000      -13.0000000       317.597443    
  -80.0000000       43.6000061      -5.00000000      -13.0000000       317.997437    
  -82.0000000       38.4000053      -5.00000000      -13.0000000       318.397430    
  -84.0000000       33.2000046      -5.00000000      -13.0000000       318.797424    
  -86.0000000       28.0000038      -5.00000000      -13.0000000       319.197418    
  -88.0000000       22.8000031      -5.00000000      -13.0000000       319.597412    
  -90.0000000       17.6000023      -5.00000000      -13.0000000       319.997406    
  -92.0000000       12.4000015      -5.00000000      -13.0000000       320.397400    
  -94.0000000       7.20000124      -5.00000000      -13.0000000       320.797394    
  -96.0000000       2.00000095      -5.00000000      -13.0000000       321.197388    
  -98.0000000      -3.19999933      -5.00000000      -13.0000000       321.597382    
  -100.000000      -8.39999962       5.00000000      -13.0000000       321.997375    
  -98.0000000      -13.6000004       5.00000000      -13.0000000       322.397369    
  -96.0000000      -18.8000011       5.00000000      -13.0000000       322.797363    
  -94.0000000      -24.0000019       5.00000000      -13.0000000       323.197357    
  -92.0000000      -29.2000027       5.00000000      -13.0000000       323.597351    
  -90.0000000      -34.4000015       5.00000000      -13.0000000       323.997345    
  -88.0000000      -39.6000023       5.00000000      -13.0000000       324.397339    
  -86.0000000      -44.8000031       5.00000000      -13.0000000       324.797333    
  -84.0000000      -50.0000038       5.00000000      -13.0000000       325.197327    
  -82.0000000      -55.2000046       5.00000000      -13.0000000       325.597321    
  -80.0000000      -60.4000053       5.00000000      -13.0000000       325.997314    
  -78.0000000      -65.6000061       5.00000000      -13.0000000       326.397308    
  -76.0000000      -70.8000031       5.00000000      -13.0000000       326.797302    
  -74.0000000      -76.0000000       5.00000000      -13.0000000       327.197296    
  -72.0000000      -81.1999969       5.00000000      -13.0000000       327.597290    
  -70.0000000      -86.3999939       5.00000000      -13.0000000       327.997284    
  -68.0000000      -91.5999908       5.00000000      -13.0000000       328.397278    
  -66.0000000      -96.7999878       5.00000000      -13.0000000       328.797272    
  -64.0000000      -101.999985       5.00000000       13.0000000       329.197266    
  -62.0000000      -96.7999878       5.00000000       13.0000000       329.597260    
  -60.0000000      -91.5999908       5.00000000       13.0000000       329.997253    
  -58.0000000      -86.3999939       5.00000000       13.0000000       330.397247    
  -56.0000000      -81.1999969       5.00000000       13.0000000       330.797241    
  -54.0000000      -76.0000000       5.00000000       13.0000000       331.197235    
  -52.0000000      -70.8000031       5.00000000       13.0000000       331.597229    
  -50.0000000      -65.6000061       5.00000000       13.0000000       331.997223    
